paper_id,filename,title,link
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",https://guides.github.com/activities/citable-code/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://datadryad.org/pages/submissionIntegration
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.executablepapers.com/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://jupyter.org/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://neuralensemble.org/sumatra/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",https://www.mathworks.com/matlabcentral/fileexchange/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",https://impactstory.org/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://depsy.org/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",https://www.openabm.org
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.software.ac.uk/resources/guides/which-journals-should-i-publish-my-software
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://openresearchsoftware.metajnl.com/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.journals.elsevier.com/softwarex
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.scfbm.org/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",https://www.force11.org/group/software-citation-workinggroup
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://wssspe.researchcomputing.org
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.software.ac.uk/community/workshops
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.crossref.org/crossmark/
paper4,paper4.tei.xml,"IJDC | Peer-Reviewed Paper Citations for Software: Providing Identification, Access and Recognition for Research Software",http://www.wwpdb.org/
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://github.com/kermitt2/grobid
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1177/1468794112468
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.5070/G6011239
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1111/lnc3.12495
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1126/science.aaf091
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1038/s41562-018-0399-z
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.3390/languages6010009
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1177/25152459231162567
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1001/jamapsychiatry.2018.0382
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1027/2151-2604/a000387
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.17169/fqs-7.3.143
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.7554/eLife.71601
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1242/bio.059310
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://forrt.org/glossary/reproducibility-crisis-aka-replicab/
paper5,paper5.tei.xml,Demystifying reproducibility and transparency practices in linguistic research,https://doi.org/10.1177/1745691620979806
